word,kata_keterangan,preposisi,kata_kerja,interjeksi,kata_ganti,konjungsi,kata_sifat,kata_benda,kata_bilangan
sondai,0,0,0,0,0,0,0,0,0
sondanco,0,0,0,0,0,0,0,1,0
sondang,0,0,0,0,0,0,0,0,0
menyondang,0,0,1,0,0,0,0,0,0
sondase,0,0,0,0,0,0,0,0,0
sonder,0,0,0,0,0,0,0,0,0
sondok,0,0,0,0,0,0,0,0,0
sondong,0,0,0,0,0,0,0,1,0
menyondong,0,0,1,0,0,0,0,0,0
penyondong,0,0,0,0,0,0,0,1,0
songar,0,0,0,0,0,0,0,0,0
songkok,0,0,0,0,0,0,0,1,0
bersongkok,0,0,1,0,0,0,0,0,0
songkro,0,0,0,0,0,0,0,1,0
songong,0,0,0,0,0,0,1,0,0
songsong,0,0,1,0,0,0,0,0,0
menyongsong,0,0,1,0,0,0,0,0,0
sonik,0,0,0,0,0,0,1,0,0
sono,0,0,0,0,0,0,0,0,0
sonogram,0,0,0,0,0,0,0,0,0
sonokeling,0,0,0,0,0,0,0,1,0
sonor,0,0,0,0,0,0,1,0,0
sonoran,0,0,0,0,0,0,0,0,0
sontak,0,0,0,0,0,0,1,0,0
sontekan,0,0,0,0,0,0,0,1,0
sontok,0,0,0,0,0,0,0,0,0
menyontok,0,0,1,0,0,0,0,0,0
sontoloyo,0,0,0,0,0,0,0,0,0
sop,0,0,0,0,0,0,0,1,0
sopan,0,0,0,0,0,0,1,0,0
menyopankan,0,0,1,0,0,0,0,0,0
kesopanan,0,0,0,0,0,0,0,1,0
sopi,0,0,0,0,0,0,0,1,0
sopir,0,0,0,0,0,0,0,1,0
menyopiri,0,0,1,0,0,0,0,0,0
soporifik,0,0,0,0,0,0,0,0,0
sopran,0,0,0,0,0,0,0,1,0
kesosialan,0,0,0,0,0,0,0,1,0
sosialis,0,0,0,0,0,0,0,1,0
sorak,0,0,0,0,0,0,0,1,0
menyoraki,0,0,1,0,0,0,0,0,0
menyorakkan,0,0,1,0,0,0,0,0,0
penyorak,0,0,0,0,0,0,0,1,0
sorak-sorai,0,0,0,0,0,0,0,1,0
bersorak-sorai,0,0,1,0,0,0,0,0,0
sorang,0,0,0,0,0,0,0,0,0
sorangan,0,0,0,0,0,0,1,0,0
kesorangan,0,0,0,0,0,0,1,0,0
sorgum,0,0,0,0,0,0,0,1,0
sori,0,0,0,0,0,0,0,0,0
sorog,0,0,0,0,0,0,0,0,0
sorogan,0,0,0,0,0,0,0,1,0
menyorong,0,0,1,0,0,0,0,0,0
menyorongkan,0,0,1,0,0,0,0,0,0
menyorong-nyorongkan,0,0,1,0,0,0,0,0,0
tersorong,0,0,1,0,0,0,0,0,0
sorongan,0,0,0,0,0,0,0,1,0
sorot,0,0,0,0,0,0,0,1,0
sortir,0,0,0,0,0,0,0,0,0
menyortir,0,0,1,0,0,0,0,0,0
penyortir,0,0,0,0,0,0,0,1,0
sortiran,0,0,0,0,0,0,0,1,0
sosi,0,0,0,0,0,0,0,1,0
sosialisasi,0,0,0,0,0,0,0,1,0
mensosialisasikan,0,0,1,0,0,0,0,0,0
sosialisme,0,0,0,0,0,0,0,1,0
sosialistis,0,0,0,0,0,0,1,0,0
sosiawan,0,0,0,0,0,0,0,1,0
sosio-,0,0,0,0,0,0,0,0,0
sosiobiolog,0,0,0,0,0,0,0,1,0
sosiodrama,0,0,0,0,0,0,0,1,0
sosiokultural,0,0,0,0,0,0,1,0,0
sosiolinguistik,0,0,0,0,0,0,0,1,0
sosiolog,0,0,0,0,0,0,0,1,0
sosiologi,0,0,0,0,0,0,0,1,0
sosiologis,0,0,0,0,0,0,1,0,0
sosionasional,0,0,0,0,0,0,1,0,0
sosiopat,0,0,0,0,0,0,0,1,0
sosis,0,0,0,0,0,0,0,1,0
sosoh,0,0,0,0,0,0,0,0,0
menyosoh,0,0,1,0,0,0,0,0,0
sosohan,0,0,0,0,0,0,0,1,0
penyosoh,0,0,0,0,0,0,0,1,0
penyosohan,0,0,0,0,0,0,0,1,0
bersosoh,0,0,1,0,0,0,0,0,0
sosok,0,0,0,0,0,0,0,1,0
stambuk,0,0,0,0,0,0,0,1,0
menyosok,0,0,1,0,0,0,0,0,0
soto,0,0,0,0,0,0,0,1,0
sotoh,0,0,0,0,0,0,0,1,0
sotong,0,0,0,0,0,0,0,1,0
sowan,0,0,0,0,0,0,0,0,0
soyak,0,0,0,0,0,0,1,0,0
menyoyak,0,0,1,0,0,0,0,0,0
menyoyaknyoyak,0,0,1,0,0,0,0,0,0
spalasi,0,0,0,0,0,0,0,0,0
span,0,0,0,0,0,0,0,0,0
spanduk,0,0,0,0,0,0,0,1,0
spaning,0,0,0,0,0,0,0,1,0
sparing,0,0,0,0,0,0,0,0,0
spasi,0,0,0,0,0,0,0,1,0
spasial,0,0,0,0,0,0,1,0,0
spasmodis,0,0,0,0,0,0,1,0,0
spasmus,0,0,0,0,0,0,0,0,0
spastik,0,0,0,0,0,0,1,0,0
spatula,0,0,0,0,0,0,0,1,0
spion,0,0,0,0,0,0,0,1,0
spionase,0,0,0,0,0,0,0,1,0
menspekulasikan,0,0,1,0,0,0,0,0,0
spelter,0,0,0,0,0,0,0,1,0
spidol,0,0,0,0,0,0,0,1,0
spikul,0,0,0,0,0,0,0,1,0
spil,0,0,0,0,0,0,0,0,0
spiralisasi,0,0,0,0,0,0,0,1,0
spirilum,0,0,0,0,0,0,0,1,0
spirit,0,0,0,0,0,0,0,1,0
spiritis,0,0,0,0,0,0,0,1,0
spiritisme,0,0,0,0,0,0,0,1,0
spiritual,0,0,0,0,0,0,1,0,0
spiritualisasi,0,0,0,0,0,0,0,1,0
spiritualisme,0,0,0,0,0,0,0,1,0
spiritus,0,0,0,0,0,0,0,1,0
spons,0,0,0,0,0,0,0,1,0
sponsor,0,0,0,0,0,0,0,1,0
sponsor-sponsoran,0,0,0,0,0,0,0,1,0
spontan,0,0,0,0,0,0,1,0,0
spontanitas,0,0,0,0,0,0,0,1,0
sporadis,0,0,0,0,0,0,1,0,0
sporangium,0,0,0,0,0,0,0,1,0
sporofil,0,0,0,0,0,0,0,0,0
sport,0,0,0,0,0,0,0,0,0
sportif,0,0,0,0,0,0,1,0,0
sportivitas,0,0,0,0,0,0,0,1,0
spring,0,0,0,0,0,0,0,0,0
sprint,0,0,0,0,0,0,0,1,0
sprinter,0,0,0,0,0,0,0,1,0
sputnik,0,0,0,0,0,0,0,1,0
sputum,0,0,0,0,0,0,0,0,0
sreg,0,0,0,0,0,0,0,0,0
sregep,0,0,0,0,0,0,1,0,0
sri,0,0,0,0,0,0,0,0,0
srigading,0,0,0,0,0,0,0,1,0
srigunggu,0,0,0,0,0,0,0,1,0
srigunting,0,0,0,0,0,0,0,1,0
srikandi,0,0,0,0,0,0,0,1,0
srikaya,0,0,0,0,0,0,0,1,0
srimanganti,0,0,0,0,0,0,0,0,0
sripah,0,0,0,0,0,0,0,1,0
sripanggung,0,0,0,0,0,0,0,1,0
sriti,0,0,0,0,0,0,0,1,0
stabil,0,0,0,0,0,0,1,0,0
penstabilan,0,0,0,0,0,0,0,1,0
kestabilan,0,0,0,0,0,0,0,1,0
stabilisasi,0,0,0,0,0,0,0,1,0
stabilisator,0,0,0,0,0,0,0,1,0
stabilitas,0,0,0,0,0,0,0,1,0
stadion,0,0,0,0,0,0,0,1,0
stadium,0,0,0,0,0,0,0,1,0
staf,0,0,0,0,0,0,0,1,0
stafilitis,0,0,0,0,0,0,0,0,0
stagnan,0,0,0,0,0,0,0,0,0
stagnasi,0,0,0,0,0,0,0,1,0
stalagmit,0,0,0,0,0,0,0,1,0
stalaktit,0,0,0,0,0,0,0,1,0
stalinisme,0,0,0,0,0,0,0,1,0
stalon,0,0,0,0,0,0,0,0,0
stamba,0,0,0,0,0,0,0,1,0
stambon,0,0,0,0,0,0,0,0,0
stamen,0,0,0,0,0,0,0,1,0
stamina,0,0,0,0,0,0,0,1,0
stan,0,0,0,0,0,0,0,1,0
penstandaran,0,0,0,0,0,0,0,1,0
standardisasi,0,0,0,0,0,0,0,1,0
stanplat,0,0,0,0,0,0,0,1,0
stanum,0,0,0,0,0,0,0,0,0
stanza,0,0,0,0,0,0,0,1,0
stapler,0,0,0,0,0,0,0,1,0
staples,0,0,0,0,0,0,0,1,0
start,0,0,1,0,0,0,0,0,0
starter,0,0,0,0,0,0,0,1,0
menstarter,0,0,1,0,0,0,0,0,0
menstarterkan,0,0,1,0,0,0,0,0,0
stasi,0,0,0,0,0,0,0,0,0
stasis,0,0,0,0,0,0,0,0,0
stasiun,0,0,0,0,0,0,0,1,0
statis,0,0,0,0,0,0,1,0,0
statistik,0,0,0,0,0,0,0,1,0
sulap,0,0,0,0,0,0,0,0,0
statistika,0,0,0,0,0,0,0,1,0
statistis,0,0,0,0,0,0,1,0,0
stator,0,0,0,0,0,0,0,0,0
status,0,0,0,0,0,0,0,1,0
berstatus,0,0,1,0,0,0,0,0,0
statuta,0,0,0,0,0,0,0,1,0
menstempel,0,0,1,0,0,0,0,0,0
stensilan,0,0,0,0,0,0,0,1,0
sulat-sulit,0,0,0,0,0,0,1,0,0
mensterilkan,0,0,1,0,0,0,0,0,0
kesterilan,0,0,0,0,0,0,0,1,0
stibium,0,0,0,0,0,0,0,0,0
stigma,0,0,0,0,0,0,0,1,0
stigmata,0,0,0,0,0,0,0,0,0
stik,0,0,0,0,0,0,0,0,0
stiker,0,0,0,0,0,0,0,1,0
stilir,0,0,0,0,0,0,0,0,0
menstilir,0,0,1,0,0,0,0,0,0
stilistika,0,0,0,0,0,0,0,1,0
stilograf,0,0,0,0,0,0,0,1,0
stimulan,0,0,0,0,0,0,0,1,0
stimulasi,0,0,0,0,0,0,0,1,0
menstimulasi,0,0,1,0,0,0,0,0,0
stimulatif,0,0,0,0,0,0,1,0,0
stimulator,0,0,0,0,0,0,0,1,0
stimulus,0,0,0,0,0,0,0,1,0
stipulasi,0,0,0,0,0,0,0,1,0
stok,0,0,0,0,0,0,0,1,0
stokastik,0,0,0,0,0,0,1,0,0
stol,0,0,0,0,0,0,0,1,0
stoliditas,0,0,0,0,0,0,0,1,0
stolon,0,0,0,0,0,0,0,0,0
stomata,0,0,0,0,0,0,0,0,0
stomatitis,0,0,0,0,0,0,0,0,0
stomatogastrik,0,0,0,0,0,0,0,0,0
stomatoskop,0,0,0,0,0,0,0,1,0
stoper,0,0,0,0,0,0,0,0,0
stopkeran,0,0,0,0,0,0,0,0,0
stopkontak,0,0,0,0,0,0,0,1,0
stori,0,0,0,0,0,0,0,0,0
strabotomi,0,0,0,0,0,0,0,0,0
strata,0,0,0,0,0,0,0,1,0
menstratakan,0,0,1,0,0,0,0,0,0
penstrataan,0,0,0,0,0,0,0,1,0
stratifikasi,0,0,0,0,0,0,0,0,0
stratigrafi,0,0,0,0,0,0,0,0,0
strato,0,0,0,0,0,0,0,1,0
stratokumulus,0,0,0,0,0,0,0,1,0
stratopause,0,0,0,0,0,0,0,1,0
stratum,0,0,0,0,0,0,0,0,0
stratus,0,0,0,0,0,0,0,1,0
striker,0,0,0,0,0,0,0,1,0
strimin,0,0,0,0,0,0,0,1,0
strip,0,0,0,0,0,0,0,0,0
striptis,0,0,0,0,0,0,0,1,0
strobila,0,0,0,0,0,0,0,0,0
stroboskop,0,0,0,0,0,0,0,1,0
stroke,0,0,0,0,0,0,0,1,0
stromking,0,0,0,0,0,0,0,1,0
strontium,0,0,0,0,0,0,0,0,0
struktur,0,0,0,0,0,0,0,1,0
frase,0,0,0,0,0,0,0,0,0
lahir,0,0,0,0,0,0,0,0,0
berstruktur,0,0,1,0,0,0,0,0,0
menstrukturkan,0,0,1,0,0,0,0,0,0
terstruktur,0,0,1,0,0,0,0,0,0
penstrukturan,0,0,0,0,0,0,0,1,0
strukturalisasi,0,0,0,0,0,0,0,1,0
strukturalisme,0,0,0,0,0,0,0,0,0
struma,0,0,0,0,0,0,0,0,0
studio,0,0,0,0,0,0,0,1,0
stuko,0,0,0,0,0,0,0,1,0
stupa,0,0,0,0,0,0,0,1,0
sua,0,0,0,0,0,0,0,0,0
bersua,0,0,1,0,0,0,0,0,0
mempersuakan,0,0,1,0,0,0,0,0,0
tersua,0,0,1,0,0,0,0,0,0
persuaan,0,0,0,0,0,0,0,1,0
suah,0,0,0,0,0,0,0,0,0
subhana,0,0,0,0,0,0,0,0,0
sulbi,0,0,0,0,0,0,0,0,0
bersuaian,0,0,0,0,0,0,1,0,0
sesuai,0,0,0,0,0,0,1,0,0
bersesuaian,0,0,1,0,0,0,0,0,0
menyesuaikan,0,0,1,0,0,0,0,0,0
persesuaian,0,0,0,0,0,0,0,1,0
berkesesuaian,0,0,1,0,0,0,0,0,0
suak,0,0,0,0,0,0,0,1,0
menyuak,0,0,1,0,0,0,0,0,0
suaka,0,0,0,0,0,0,0,1,0
suam,0,0,0,0,0,0,1,0,0
suam-suam,0,0,0,0,0,0,1,0,0
suami,0,0,0,0,0,0,0,1,0
mempersuamikan,0,0,1,0,0,0,0,0,0
suaminda,0,0,0,0,0,0,0,0,0
suang,0,0,0,0,0,0,1,0,0
suang-suang,1,0,0,0,0,0,0,0,0
suangi,0,0,0,0,0,0,0,1,0
suap,0,0,0,0,0,0,0,1,0
bersuap,0,0,1,0,0,0,0,0,0
bersuap-suapan,0,0,1,0,0,0,0,0,0
menyuap,0,0,1,0,0,0,0,0,0
menyuapi,0,0,1,0,0,0,0,0,0
menyuapkan,0,0,1,0,0,0,0,0,0
suapan,0,0,0,0,0,0,0,1,0
penyuap,0,0,0,0,0,0,0,1,0
penyuapan,0,0,0,0,0,0,0,1,0
sufal,0,0,0,0,0,0,0,0,0
suar,0,0,0,0,0,0,0,1,0
menyuar,0,0,1,0,0,0,0,0,0
tersuar,0,0,1,0,0,0,0,0,0
bersuara,0,0,1,0,0,0,0,0,0
menyuarakan,0,0,1,0,0,0,0,0,0
penyuaraan,0,0,0,0,0,0,0,0,0
suarang,0,0,0,0,0,0,0,0,0
suarawati,0,0,0,0,0,0,0,1,0
suargaloka,0,0,0,0,0,0,0,0,0
suasa,0,0,0,0,0,0,0,1,0
suasana,0,0,0,0,0,0,0,1,0
suat,0,0,0,0,0,0,0,1,0
suatu,0,0,0,0,0,0,0,0,1
bersuatu,0,0,0,0,0,0,0,0,0
mempersuatukan,0,0,0,0,0,0,0,0,0
sesuatu,0,0,0,0,1,0,0,0,0
sub-,0,0,0,0,0,0,0,0,0
subak,0,0,0,0,0,0,0,1,0
menyubal,0,0,1,0,0,0,0,0,0
subam,0,0,0,0,0,0,0,0,0
suban,0,0,0,0,0,0,0,1,0
subang,0,0,0,0,0,0,0,1,0
menyubang,0,0,1,0,0,0,0,0,0
subbab,0,0,0,0,0,0,0,1,0
subbagian,0,0,0,0,0,0,0,1,0
subfilum,0,0,0,0,0,0,0,0,0
subirigasi,0,0,0,0,0,0,0,0,0
subkategorisasi,0,0,0,0,0,0,0,0,0
subkelas,0,0,0,0,0,0,0,1,0
subkontraktor,0,0,0,0,0,0,0,1,0
subkultur,0,0,0,0,0,0,0,1,0
menyublim,0,0,1,0,0,0,0,0,0
penyubliman,0,0,0,0,0,0,0,1,0
sublimasi,0,0,0,0,0,0,0,1,0
sublimat,0,0,0,0,0,0,0,0,0
submukosa,0,0,0,0,0,0,0,0,0
subordinasi,0,0,0,0,0,0,0,1,0
menyubordinasikan,0,0,1,0,0,0,0,0,0
subordinat,0,0,0,0,0,0,0,0,0
suborganisasi,0,0,0,0,0,0,0,1,0
subsidi,0,0,0,0,0,0,0,1,0
subskrip,0,0,0,0,0,0,0,0,0
subsonik,0,0,0,0,0,0,1,0,0
substandar,0,0,0,0,0,0,1,0,0
substansi,0,0,0,0,0,0,0,1,0
substansial,0,0,0,0,0,0,1,0,0
substantif,0,0,0,0,0,0,0,0,0
substitusi,0,0,0,0,0,0,0,1,0
tersubstitusikan,0,0,0,0,0,0,0,0,0
substitutif,0,0,0,0,0,0,1,0,0
substrat,0,0,0,0,0,0,0,1,0
subtil,0,0,0,0,0,0,1,0,0
subtonik,0,0,0,0,0,0,0,0,0
subtropik,0,0,0,0,0,0,0,0,0
subuco,0,0,0,0,0,0,0,1,0
subuh,0,0,0,0,0,0,0,1,0
subunit,0,0,0,0,0,0,0,1,0
subur,0,0,0,0,0,0,1,0,0
menyuburkan,0,0,1,0,0,0,0,0,0
penyubur,0,0,0,0,0,0,0,1,0
penyuburan,0,0,0,0,0,0,0,1,0
kesuburan,0,0,0,0,0,0,0,1,0
menyucihamakan,0,0,1,0,0,0,0,0,0
suci,0,0,0,0,0,0,1,0,0
persucian,0,0,0,0,0,0,0,1,0
penyucian,0,0,0,0,0,0,0,1,0
kesucian,0,0,0,0,0,0,0,1,0
suda,0,0,0,0,0,0,0,0,0
sufi,0,0,0,0,0,0,0,1,0
kesufian,0,0,0,0,0,0,0,1,0
sufiks,0,0,0,0,0,0,0,1,0
sudah,1,0,0,0,0,0,0,0,0
bersudah,0,0,1,0,0,0,0,0,0
bersudah-sudah,0,0,1,0,0,0,0,0,0
menyudahi,0,0,1,0,0,0,0,0,0
menyudahkan,0,0,1,0,0,0,0,0,0
mempersudah,0,0,1,0,0,0,0,0,0
penyudah,0,0,0,0,0,0,0,1,0
penyudahan,0,0,0,0,0,0,0,1,0
kesudahan,0,0,0,0,0,0,0,1,0
sesudah,0,0,0,0,0,0,0,0,0
sesudah-sudah,0,0,0,0,0,0,0,0,0
sesudahnya,0,0,0,0,0,0,0,0,0
sesudah-sudahnya,1,0,0,0,0,0,0,0,0
penyudetan,0,0,0,0,0,0,0,1,0
sudi,0,0,1,0,0,0,0,0,0
menyudikan,0,0,1,0,0,0,0,0,0
kesudian,0,0,0,0,0,0,0,1,0
sudip,0,0,0,0,0,0,0,1,0
sudra,0,0,0,0,0,0,0,1,0
sudu,0,0,0,0,0,0,0,1,0
suduayah,0,0,0,0,0,0,0,1,0
suduk,0,0,0,0,0,0,0,0,0
sudung,0,0,0,0,0,0,0,1,0
sudung-sudung,0,0,0,0,0,0,0,1,0
sudu-sudu,0,0,0,0,0,0,0,1,0
siku-siku,0,0,0,0,0,0,0,0,0
tersudut,0,0,1,0,0,0,0,0,0
suf,0,0,0,0,0,0,0,1,0
sugar,0,0,0,0,0,0,0,0,0
menyugar,0,0,1,0,0,0,0,0,0
sugi,0,0,0,0,0,0,0,1,0
sugih,0,0,0,0,0,0,0,0,0
suguh,0,0,0,0,0,0,0,0,0
menyuguhi,0,0,1,0,0,0,0,0,0
menyuguhkan,0,0,1,0,0,0,0,0,0
suguhan,0,0,0,0,0,0,0,1,0
sugul,0,0,0,0,0,0,0,0,0
sugun,0,0,0,0,0,0,0,1,0
menyugunkan,0,0,1,0,0,0,0,0,0
suh,0,0,0,0,0,0,0,1,0
bersuh,0,0,1,0,0,0,0,0,0
suhad,0,0,0,0,0,0,0,0,0
suhian,0,0,0,0,0,0,0,0,0
suhu,0,0,0,0,0,0,0,1,0
suhuf,0,0,0,0,0,0,0,0,0
suit,0,0,0,0,0,0,0,1,0
bersuit,0,0,1,0,0,0,0,0,0
sujana,0,0,0,0,0,0,0,0,0
suji,0,0,0,0,0,0,0,1,0
bersuji,0,0,1,0,0,0,0,0,0
menyuji,0,0,1,0,0,0,0,0,0
sujian,0,0,0,0,0,0,0,1,0
kesuksesan,0,0,0,0,0,0,0,1,0
sujud,0,0,1,0,0,0,0,0,0
syukur,0,0,0,0,0,0,0,0,0
bersujud,0,0,1,0,0,0,0,0,0
tersujud,0,0,1,0,0,0,0,0,0
sukaan,0,0,0,0,0,0,0,0,0
sesukanya,1,0,0,0,0,0,0,0,0
sesuka-sukanya,1,0,0,0,0,0,0,0,0
sukacita,0,0,0,0,0,0,1,0,0
bersukacita,0,0,1,0,0,0,0,0,0
sukade,0,0,0,0,0,0,0,1,0
sukamandi,0,0,0,0,0,0,0,1,0
sukan,0,0,0,0,0,0,0,1,0
mempersukar,0,0,1,0,0,0,0,0,0
sukaria,0,0,0,0,0,0,1,0,0
bersukaria,0,0,1,0,0,0,0,0,0
sukat,0,0,0,0,0,0,0,1,0
sukatan,0,0,0,0,0,0,0,1,0
penyukat,0,0,0,0,0,0,0,1,0
sesukat,0,0,0,0,0,0,0,0,1
suket,0,0,0,0,0,0,0,0,0
suki,0,0,0,0,0,0,0,0,0
suklapaksa,0,0,0,0,0,0,0,1,0
sukma,0,0,0,0,0,0,0,1,0
sukrosa,0,0,0,0,0,0,0,0,0
suku,0,0,0,0,0,0,0,1,0
bersuku,0,0,0,0,0,0,0,0,0
bersuku-suku,0,0,1,0,0,0,0,0,0
persukuan,0,0,0,0,0,0,0,1,0
pesukuan,0,0,0,0,0,0,0,1,0
kesukuan,0,0,0,0,0,0,0,1,0
sesuku,0,0,0,0,0,0,0,1,0
sepersukuan,0,0,0,0,0,0,0,1,0
sukuisme,0,0,0,0,0,0,0,1,0
sukun,0,0,0,0,0,0,0,0,0
sula,0,0,0,0,0,0,0,1,0
menyulakan,0,0,0,0,0,0,0,0,0
sulaan,0,0,0,0,0,0,0,1,0
sulah,0,0,0,0,0,0,1,0,0
sulalah,0,0,0,0,0,0,0,0,0
sulam,0,0,0,0,0,0,0,1,0
bersulam,0,0,1,0,0,0,0,0,0
menyulam,0,0,1,0,0,0,0,0,0
sulaman,0,0,0,0,0,0,0,1,0
penyulaman,0,0,0,0,0,0,0,1,0
sulang,0,0,1,0,0,0,0,0,0
bersulang-sulang,0,0,1,0,0,0,0,0,0
menyulang,0,0,1,0,0,0,0,0,0
menyulangi,0,0,1,0,0,0,0,0,0
menyulangkan,0,0,1,0,0,0,0,0,0
bersulap,0,0,1,0,0,0,0,0,0
menyulap,0,0,1,0,0,0,0,0,0
sulapan,0,0,0,0,0,0,0,1,0
pesulap,0,0,0,0,0,0,0,1,0
penyulapan,0,0,0,0,0,0,0,1,0
sulfanasi,0,0,0,0,0,0,0,0,0
sulfanilamida,0,0,0,0,0,0,0,1,0
sulfat,0,0,0,0,0,0,0,1,0
sulfhidril,0,0,0,0,0,0,0,0,0
sulfolipid,0,0,0,0,0,0,0,0,0
sulfonamida,0,0,0,0,0,0,0,0,0
sulfur,0,0,0,0,0,0,0,0,0
sulfurasi,0,0,0,0,0,0,0,0,0
suli,0,0,0,0,0,0,0,0,0
sulih,0,0,0,0,0,0,0,1,0
menyulihi,0,0,1,0,0,0,0,0,0
suling,0,0,0,0,0,0,0,1,0
menyuling,0,0,1,0,0,0,0,0,0
sulingan,0,0,0,0,0,0,0,1,0
penyulingan,0,0,0,0,0,0,0,1,0
tersuling,0,0,1,0,0,0,0,0,0
sulit,0,0,0,0,0,0,1,0,0
mempersulit,0,0,1,0,0,0,0,0,0
penyulit,0,0,0,0,0,0,0,1,0
sultan,0,0,0,0,0,0,0,1,0
kesultanan,0,0,0,0,0,0,0,1,0
sultanat,0,0,0,0,0,0,0,1,0
sultani,0,0,0,0,0,0,1,0,0
suluh,0,0,0,0,0,0,0,1,0
bersuluh,0,0,1,0,0,0,0,0,0
bersuluhkan,0,0,1,0,0,0,0,0,0
menyuluh,0,0,1,0,0,0,0,0,0
pesuluh,0,0,0,0,0,0,0,1,0
penyuluh,0,0,0,0,0,0,0,1,0
suluk,0,0,0,0,0,0,0,1,0
sulung,0,0,0,0,0,0,0,1,0
sulur,0,0,0,0,0,0,0,1,0
bersulur,0,0,1,0,0,0,0,0,0
menyulur,0,0,1,0,0,0,0,0,0
sulut,0,0,1,0,0,0,0,0,0
menyulut,0,0,1,0,0,0,0,0,0
sum,0,0,0,0,0,0,0,0,0
sumah,0,0,0,0,0,0,0,0,0
sumarah,0,0,0,0,0,0,0,0,0
sumasi,0,0,0,0,0,0,1,0,0
sumba,0,0,0,0,0,0,0,1,0
menyumba,0,0,1,0,0,0,0,0,0
sumbang,0,0,1,0,0,0,0,0,0
menyumbangkan,0,0,1,0,0,0,0,0,0
penyumbangan,0,0,0,0,0,0,0,1,0
sumbangsih,0,0,0,0,0,0,0,1,0
menyumbar,0,0,0,0,0,0,0,0,0
sesumbar,0,0,0,0,0,0,0,0,0
sumbat,0,0,0,0,0,0,0,1,0
tersumbat,0,0,1,0,0,0,0,0,0
penyumbat,0,0,0,0,0,0,0,1,0
penyumbatan,0,0,0,0,0,0,0,1,0
sumber,0,0,0,0,0,0,0,1,0
sumbi,0,0,0,0,0,0,0,1,0
menyumbi,0,0,1,0,0,0,0,0,0
sumbing,0,0,0,0,0,0,1,0,0
sumbu,0,0,0,0,0,0,0,1,0
menyumbui,0,0,1,0,0,0,0,0,0
persumbuan,0,0,0,0,0,0,0,1,0
depresi,0,0,0,0,0,0,0,0,0
sumbuk,0,0,0,0,0,0,0,0,0
sumbul,0,0,0,0,0,0,0,0,0
sumbung,0,0,0,0,0,0,0,1,0
sumbur,0,0,0,0,0,0,0,0,0
menyumbur,0,0,1,0,0,0,0,0,0
sumbut,0,0,0,0,0,0,0,0,0
sumengit,0,0,0,0,0,0,1,0,0
sumilir,0,0,0,0,0,0,0,0,0
sumir,0,0,0,0,0,0,1,0,0
menyumirkan,0,0,1,0,0,0,0,0,0
sumirat,0,0,0,0,0,0,0,0,0
sumo,0,0,0,0,0,0,0,1,0
pesumo,0,0,0,0,0,0,0,1,0
sundut,0,0,0,0,0,0,0,0,0
menyundut,0,0,1,0,0,0,0,0,0
penyundut,0,0,0,0,0,0,0,1,0
suprasasti,0,0,0,0,0,0,0,0,0
menyumpah,0,0,1,0,0,0,0,0,0
persumpahan,0,0,0,0,0,0,0,1,0
mempersumpahkan,0,0,1,0,0,0,0,0,0
penyumpahan,0,0,0,0,0,0,0,1,0
penyumpah,0,0,0,0,0,0,0,1,0
sumpah-sumpah,0,0,0,0,0,0,0,1,0
sumpal,0,0,0,0,0,0,0,1,0
menyumpal,0,0,1,0,0,0,0,0,0
menyumpalkan,0,0,1,0,0,0,0,0,0
tersumpal,0,0,1,0,0,0,0,0,0
sumpek,0,0,0,0,0,0,1,0,0
sumping,0,0,0,0,0,0,0,0,0
sumpit,0,0,0,0,0,0,0,1,0
menyumpit,0,0,1,0,0,0,0,0,0
tersumpit,0,0,1,0,0,0,0,0,0
sumpitan,0,0,0,0,0,0,0,1,0
penyumpit,0,0,0,0,0,0,0,1,0
penyumpitan,0,0,0,0,0,0,0,1,0
sumpit-sumpit,0,0,0,0,0,0,0,1,0
sumsum,0,0,0,0,0,0,0,1,0
menyumsum,0,0,1,0,0,0,0,0,0
sumur,0,0,0,0,0,0,0,1,0
artesis,0,0,0,0,0,0,0,0,0
sumuran,0,0,0,0,0,0,0,1,0
sumurung,0,0,0,0,0,0,0,0,0
sun,0,0,0,0,0,0,0,1,0
mengesun,0,0,1,0,0,0,0,0,0
supercepat,0,0,0,0,0,0,1,0,0
menyunamkan,0,0,1,0,0,0,0,0,0
sunan,0,0,0,0,0,0,0,1,0
sunat,0,0,0,0,0,0,0,1,0
bersunat,0,0,1,0,0,0,0,0,0
menyunat,0,0,1,0,0,0,0,0,0
menyunati,0,0,1,0,0,0,0,0,0
menyunatkan,0,0,1,0,0,0,0,0,0
sunatan,0,0,0,0,0,0,0,1,0
menyunatrasulkan,0,0,1,0,0,0,0,0,0
sunbulat,0,0,0,0,0,0,0,0,0
sundai,0,0,0,0,0,0,0,0,0
sundak,0,0,0,0,0,0,0,0,0
menyundak,0,0,1,0,0,0,0,0,0
bersundal,0,0,1,0,0,0,0,0,0
menyundal,0,0,1,0,0,0,0,0,0
persundalan,0,0,0,0,0,0,0,1,0
sundal,0,0,0,0,0,0,0,1,0
sundang,0,0,0,0,0,0,0,1,0
sundari,0,0,0,0,0,0,0,1,0
sundep,0,0,0,0,0,0,0,1,0
sunduk,0,0,0,0,0,0,0,0,0
menyunduk,0,0,1,0,0,0,0,0,0
sundukan,0,0,0,0,0,0,0,1,0
